"2022/01/20 09:28:21",111,222
"2022/01/21 07:45:58",33.8535333,132.7759868
"2022/01/21 07:46:02",33.8535333,132.7759868
"2022/01/21 07:50:32",33.8535333,132.7759868
"2022/01/21 07:50:35",33.8535333,132.7759868
"2022/01/21 07:50:38",33.8535333,132.7759868
"2022/01/21 07:50:41",33.8535333,132.7759868
"2022/01/21 07:50:44",33.8535333,132.7759868
"2022/01/21 07:50:47",33.8535333,132.7759868
"2022/01/21 07:50:50",33.8535333,132.7759868
"2022/01/21 07:50:53",33.8535333,132.7759868
"2022/01/21 07:50:56",33.8535333,132.7759868
"2022/01/21 07:50:59",33.8535333,132.7759868
"2022/01/21 07:51:48",33.8535333,132.7759868
"2022/01/21 07:51:51",33.8535333,132.7759868
"2022/01/21 07:51:54",33.8535333,132.7759868
"2022/01/21 07:51:57",0,0
"2022/01/21 07:52:00",0,0
"2022/01/21 07:52:03",0,0
"2022/01/21 07:52:06",0,0
"2022/01/21 07:52:09",0,0
"2022/01/21 07:52:12",0,0
"2022/01/21 07:52:15",0,0
"2022/01/21 07:52:18",0,0
"2022/01/21 07:52:21",0,0
"2022/01/21 07:52:24",0,0
"2022/01/21 07:52:27",0,0
"2022/01/21 07:52:30",0,0
"2022/01/21 07:52:33",0,0
"2022/01/21 07:52:36",0,0
"2022/01/21 07:52:39",0,0
"2022/01/21 07:52:42",0,0
"2022/01/21 07:52:45",0,0
"2022/01/21 07:52:48",0,0
"2022/01/21 07:52:51",0,0
"2022/01/21 07:52:54",0,0
"2022/01/21 07:52:57",0,0
"2022/01/21 07:53:00",0,0
"2022/01/21 07:53:03",0,0
"2022/01/21 07:53:06",0,0
"2022/01/21 07:53:09",0,0
"2022/01/21 07:53:30",33.8535333,132.7759868
"2022/01/21 07:53:33",33.8535333,132.7759868
"2022/01/21 07:53:36",33.8535333,132.7759868
"2022/01/21 07:53:39",0,0
"2022/01/21 07:53:42",0,0
"2022/01/21 07:53:45",0,0
"2022/01/21 07:53:48",0,0
"2022/01/21 07:53:51",0,0
"2022/01/21 07:53:54",0,0
"2022/01/21 07:54:43",33.8535333,132.7759868
"2022/01/21 07:54:46",33.8535333,132.7759868
"2022/01/21 07:54:49",33.8535333,132.7759868
"2022/01/21 07:54:52",0,0
"2022/01/21 07:54:55",0,0
"2022/01/21 07:54:58",0,0
"2022/01/21 07:55:01",0,0
"2022/01/21 07:55:04",0,0
"2022/01/21 07:55:07",0,0
"2022/01/21 07:55:10",0,0
"2022/01/21 07:55:13",0,0
"2022/01/21 07:55:16",0,0
"2022/01/21 07:55:19",0,0
"2022/01/21 07:55:22",0,0
"2022/01/21 07:55:25",0,0
"2022/01/21 07:55:28",0,0
"2022/01/21 07:55:31",0,0
"2022/01/21 07:55:34",0,0
"2022/01/21 07:55:37",0,0
"2022/01/21 07:55:40",0,0
"2022/01/21 07:55:43",0,0
"2022/01/21 07:55:46",0,0
"2022/01/21 07:55:49",0,0
"2022/01/21 07:55:52",0,0
"2022/01/21 07:55:55",0,0
"2022/01/21 07:55:58",0,0
"2022/01/21 07:56:01",0,0
"2022/01/21 07:56:04",0,0
"2022/01/21 07:56:07",0,0
"2022/01/21 07:56:10",0,0
"2022/01/21 07:56:13",0,0
"2022/01/21 07:56:16",0,0
"2022/01/21 07:56:19",0,0
"2022/01/21 07:56:22",0,0
"2022/01/21 07:56:25",33.8535333,132.7759868
"2022/01/21 07:56:28",33.8535333,132.7759868
"2022/01/21 07:56:31",33.8535333,132.7759868
"2022/01/21 07:58:51",33.8535333,132.7759868
"2022/01/21 07:58:54",33.8535333,132.7759868
"2022/01/21 07:58:57",33.8535333,132.7759868
"2022/01/21 07:58:58",0,0
"2022/01/21 08:03:17",33.8535333,132.7759868
"2022/01/21 08:03:20",33.8535333,132.7759868
"2022/01/21 08:03:23",33.8535333,132.7759868
"2022/01/21 08:03:26",33.8535333,132.7759868
"2022/01/21 08:03:29",33.8535333,132.7759868
"2022/01/21 08:03:32",33.8535333,132.7759868
"2022/01/21 08:03:35",33.8535333,132.7759868
"2022/01/21 08:03:38",33.8535333,132.7759868
"2022/01/21 08:03:46",33.8535333,132.7759868
"2022/01/21 08:03:46",33.8535333,132.7759868
"2022/01/21 08:03:47",33.8535333,132.7759868
"2022/01/21 08:03:50",33.8535333,132.7759868
"2022/01/21 08:03:53",33.8535333,132.7759868
"2022/01/21 08:03:56",33.8535333,132.7759868
"2022/01/21 08:03:59",33.8535333,132.7759868
"2022/01/21 08:04:02",33.8535333,132.7759868
"2022/01/21 08:04:05",33.8535333,132.7759868
"2022/01/21 08:04:08",33.8535333,132.7759868
"2022/01/21 08:04:11",33.8535333,132.7759868
"2022/01/21 08:04:12",0,0
"2022/01/21 08:04:20",33.8535333,132.7759868
"2022/01/21 08:04:20",33.8535333,132.7759868
"2022/01/21 08:04:22",0,0
"2022/01/21 08:08:08",33.8535333,132.7759868
"2022/01/21 08:08:11",33.8535333,132.7759868
"2022/01/21 08:08:11",33.8535333,132.7759868
"2022/01/21 08:08:11",33.8535333,132.7759868
"2022/01/21 08:08:14",33.8535333,132.7759868
"2022/01/21 08:08:14",33.8535333,132.7759868
"2022/01/21 08:08:14",33.8535333,132.7759868
"2022/01/21 08:08:16",0,0
